year,material,region,end_use,value
2004,zinc,EU27,electrical_equipment,4670058.473
2005,zinc,EU27,electrical_equipment,4757736.253
2006,zinc,EU27,electrical_equipment,4841276.246
2007,zinc,EU27,electrical_equipment,4912040.318
2008,zinc,EU27,electrical_equipment,4976496.276
2009,zinc,EU27,electrical_equipment,5018737.181
2010,zinc,EU27,electrical_equipment,5078870.215
2011,zinc,EU27,electrical_equipment,5124450.981
2012,zinc,EU27,electrical_equipment,5153103.665
2013,zinc,EU27,electrical_equipment,5180039.238
2014,zinc,EU27,electrical_equipment,5205154.472
2015,zinc,EU27,electrical_equipment,5216021.927
2016,zinc,EU27,electrical_equipment,5216197.196
2017,zinc,EU27,electrical_equipment,5208626.528
2018,zinc,EU27,electrical_equipment,5189390.827
2019,zinc,EU27,electrical_equipment,5162281.405
2020,zinc,EU27,electrical_equipment,5123377.545
2021,zinc,EU27,electrical_equipment,5086867.064
2022,zinc,EU27,electrical_equipment,5036574.34
2023,zinc,EU27,electrical_equipment,4979678.554
2024,zinc,EU27,electrical_equipment,4921421.719
2025,zinc,EU27,electrical_equipment,4862139.02
2026,zinc,EU27,electrical_equipment,4802179.825
2027,zinc,EU27,electrical_equipment,4741902.662
2028,zinc,EU27,electrical_equipment,4681670.009
2029,zinc,EU27,electrical_equipment,4621842.993
2030,zinc,EU27,electrical_equipment,4562776.114
2031,zinc,EU27,electrical_equipment,4504812.103
2032,zinc,EU27,electrical_equipment,4448277.024
2033,zinc,EU27,electrical_equipment,4393475.731
2034,zinc,EU27,electrical_equipment,4340687.781
2035,zinc,EU27,electrical_equipment,4290163.873
2036,zinc,EU27,electrical_equipment,4242122.908
2037,zinc,EU27,electrical_equipment,4196749.7
2038,zinc,EU27,electrical_equipment,4154193.387
2039,zinc,EU27,electrical_equipment,4114566.559
2040,zinc,EU27,electrical_equipment,4077945.095
2041,zinc,EU27,electrical_equipment,4044368.687
2042,zinc,EU27,electrical_equipment,4013842.024
2043,zinc,EU27,electrical_equipment,3986336.577
2044,zinc,EU27,electrical_equipment,3961792.926
2045,zinc,EU27,electrical_equipment,3940123.544
2046,zinc,EU27,electrical_equipment,3921215.968
2047,zinc,EU27,electrical_equipment,3904936.263
2048,zinc,EU27,electrical_equipment,3891132.682
2049,zinc,EU27,electrical_equipment,3879639.429
2050,zinc,EU27,electrical_equipment,3870280.437
2051,zinc,EU27,electrical_equipment,3862873.069
2052,zinc,EU27,electrical_equipment,3857231.649
2053,zinc,EU27,electrical_equipment,3853170.762
2054,zinc,EU27,electrical_equipment,3850508.243
2055,zinc,EU27,electrical_equipment,3849067.817
2056,zinc,EU27,electrical_equipment,3848681.328
2057,zinc,EU27,electrical_equipment,3849190.559
2058,zinc,EU27,electrical_equipment,3850448.611
2059,zinc,EU27,electrical_equipment,3852320.856
2060,zinc,EU27,electrical_equipment,3854685.484
2061,zinc,EU27,electrical_equipment,3857433.67
2062,zinc,EU27,electrical_equipment,3860469.411
2063,zinc,EU27,electrical_equipment,3863709.074
2064,zinc,EU27,electrical_equipment,3867080.71
2065,zinc,EU27,electrical_equipment,3870523.203
2066,zinc,EU27,electrical_equipment,3873985.287
2067,zinc,EU27,electrical_equipment,3877424.501
2068,zinc,EU27,electrical_equipment,3880806.122
2069,zinc,EU27,electrical_equipment,3884102.114
2070,zinc,EU27,electrical_equipment,3887290.124
2071,zinc,EU27,electrical_equipment,3890352.557
2072,zinc,EU27,electrical_equipment,3893275.732
2073,zinc,EU27,electrical_equipment,3896049.144
2074,zinc,EU27,electrical_equipment,3898664.82
2075,zinc,EU27,electrical_equipment,3901116.776
2076,zinc,EU27,electrical_equipment,3903407.67
2077,zinc,EU27,electrical_equipment,3905541.334
2078,zinc,EU27,electrical_equipment,3907522.478
2079,zinc,EU27,electrical_equipment,3909356.459
2080,zinc,EU27,electrical_equipment,3911049.097
2081,zinc,EU27,electrical_equipment,3912606.538
2082,zinc,EU27,electrical_equipment,3914035.143
2083,zinc,EU27,electrical_equipment,3915341.403
2084,zinc,EU27,electrical_equipment,3916531.881
2085,zinc,EU27,electrical_equipment,3917613.154
2086,zinc,EU27,electrical_equipment,3918591.779
2087,zinc,EU27,electrical_equipment,3919474.251
2088,zinc,EU27,electrical_equipment,3920266.978
2089,zinc,EU27,electrical_equipment,3920976.254
2090,zinc,EU27,electrical_equipment,3921608.234
2091,zinc,EU27,electrical_equipment,3922168.908
2092,zinc,EU27,electrical_equipment,3922664.084
2093,zinc,EU27,electrical_equipment,3923099.363
2094,zinc,EU27,electrical_equipment,3923480.125
2095,zinc,EU27,electrical_equipment,3923811.507
2096,zinc,EU27,electrical_equipment,3924098.393
2097,zinc,EU27,electrical_equipment,3924345.395
2098,zinc,EU27,electrical_equipment,3924556.847
2099,zinc,EU27,electrical_equipment,3924736.796
2100,zinc,EU27,electrical_equipment,3924888.997
1870,zinc,EU27,machinery_and_equipment,52526.61678
1871,zinc,EU27,machinery_and_equipment,106429.0893
1872,zinc,EU27,machinery_and_equipment,161729.1593
1873,zinc,EU27,machinery_and_equipment,218434.8061
1874,zinc,EU27,machinery_and_equipment,276539.9698
1875,zinc,EU27,machinery_and_equipment,336024.3658
1876,zinc,EU27,machinery_and_equipment,396853.4289
1877,zinc,EU27,machinery_and_equipment,458978.4275
1878,zinc,EU27,machinery_and_equipment,522336.7838
1879,zinc,EU27,machinery_and_equipment,586852.6356
1880,zinc,EU27,machinery_and_equipment,652437.6661
1881,zinc,EU27,machinery_and_equipment,718992.226
1882,zinc,EU27,machinery_and_equipment,786406.7587
1883,zinc,EU27,machinery_and_equipment,854563.5339
1884,zinc,EU27,machinery_and_equipment,923338.6777
1885,zinc,EU27,machinery_and_equipment,992604.4797
1886,zinc,EU27,machinery_and_equipment,1062231.938
1887,zinc,EU27,machinery_and_equipment,1132093.494
1888,zinc,EU27,machinery_and_equipment,1202065.891
1889,zinc,EU27,machinery_and_equipment,1272033.085
1890,zinc,EU27,machinery_and_equipment,1341889.117
1891,zinc,EU27,machinery_and_equipment,1411540.856
1892,zinc,EU27,machinery_and_equipment,1480910.527
1893,zinc,EU27,machinery_and_equipment,1549937.915
1894,zinc,EU27,machinery_and_equipment,1618582.181
1895,zinc,EU27,machinery_and_equipment,1686823.197
1896,zinc,EU27,machinery_and_equipment,1754662.353
1897,zinc,EU27,machinery_and_equipment,1822122.802
1898,zinc,EU27,machinery_and_equipment,1889249.122
1899,zinc,EU27,machinery_and_equipment,1956106.415
1900,zinc,EU27,machinery_and_equipment,2022778.87
1901,zinc,EU27,machinery_and_equipment,2089367.869
1902,zinc,EU27,machinery_and_equipment,2155989.697
1903,zinc,EU27,machinery_and_equipment,2222772.974
1904,zinc,EU27,machinery_and_equipment,2289855.902
1905,zinc,EU27,machinery_and_equipment,2357383.462
1906,zinc,EU27,machinery_and_equipment,2425504.65
1907,zinc,EU27,machinery_and_equipment,2494369.876
1908,zinc,EU27,machinery_and_equipment,2564128.602
1909,zinc,EU27,machinery_and_equipment,2634927.304
1910,zinc,EU27,machinery_and_equipment,2706907.796
1911,zinc,EU27,machinery_and_equipment,2780205.954
1912,zinc,EU27,machinery_and_equipment,2854950.833
1913,zinc,EU27,machinery_and_equipment,2931264.183
1914,zinc,EU27,machinery_and_equipment,3009260.304
1915,zinc,EU27,machinery_and_equipment,3089046.216
1916,zinc,EU27,machinery_and_equipment,3170722.077
1917,zinc,EU27,machinery_and_equipment,3254381.8
1918,zinc,EU27,machinery_and_equipment,3340113.796
1919,zinc,EU27,machinery_and_equipment,3428001.799
1920,zinc,EU27,machinery_and_equipment,3518125.721
1921,zinc,EU27,machinery_and_equipment,3610562.497
1922,zinc,EU27,machinery_and_equipment,3705386.879
1923,zinc,EU27,machinery_and_equipment,3802672.178
1924,zinc,EU27,machinery_and_equipment,3902490.914
1925,zinc,EU27,machinery_and_equipment,4004915.395
1926,zinc,EU27,machinery_and_equipment,4110018.201
1927,zinc,EU27,machinery_and_equipment,4217872.596
1928,zinc,EU27,machinery_and_equipment,4328552.861
1929,zinc,EU27,machinery_and_equipment,4442134.574
1930,zinc,EU27,machinery_and_equipment,4558694.829
1931,zinc,EU27,machinery_and_equipment,4678312.419
1932,zinc,EU27,machinery_and_equipment,4801067.98
1933,zinc,EU27,machinery_and_equipment,4927044.115
1934,zinc,EU27,machinery_and_equipment,5056325.497
1935,zinc,EU27,machinery_and_equipment,5188998.953
1936,zinc,EU27,machinery_and_equipment,5325153.552
1937,zinc,EU27,machinery_and_equipment,5464880.672
1938,zinc,EU27,machinery_and_equipment,5608274.073
1939,zinc,EU27,machinery_and_equipment,5755429.969
1940,zinc,EU27,machinery_and_equipment,5906447.091
1941,zinc,EU27,machinery_and_equipment,6061426.756
1942,zinc,EU27,machinery_and_equipment,6220472.942
1943,zinc,EU27,machinery_and_equipment,6383692.349
1944,zinc,EU27,machinery_and_equipment,6551194.482
1945,zinc,EU27,machinery_and_equipment,6723091.713
1946,zinc,EU27,machinery_and_equipment,6899499.367
1947,zinc,EU27,machinery_and_equipment,7080535.794
1948,zinc,EU27,machinery_and_equipment,7266322.448
1949,zinc,EU27,machinery_and_equipment,7456983.969
1950,zinc,EU27,machinery_and_equipment,7652648.272
1951,zinc,EU27,machinery_and_equipment,7853446.623
1952,zinc,EU27,machinery_and_equipment,8059513.736
1953,zinc,EU27,machinery_and_equipment,8270987.857
1954,zinc,EU27,machinery_and_equipment,8488010.862
1955,zinc,EU27,machinery_and_equipment,8710728.348
1956,zinc,EU27,machinery_and_equipment,8939289.733
1957,zinc,EU27,machinery_and_equipment,9173848.356
1958,zinc,EU27,machinery_and_equipment,9414561.578
1959,zinc,EU27,machinery_and_equipment,9661590.891
1960,zinc,EU27,machinery_and_equipment,9915102.022
1961,zinc,EU27,machinery_and_equipment,10175265.05
1962,zinc,EU27,machinery_and_equipment,10442254.51
1963,zinc,EU27,machinery_and_equipment,10716249.53
1964,zinc,EU27,machinery_and_equipment,10997433.92
1965,zinc,EU27,machinery_and_equipment,11285996.32
1966,zinc,EU27,machinery_and_equipment,11582130.34
1967,zinc,EU27,machinery_and_equipment,11886034.63
1968,zinc,EU27,machinery_and_equipment,12197913.09
1969,zinc,EU27,machinery_and_equipment,12517974.95
1970,zinc,EU27,machinery_and_equipment,12846434.94
1971,zinc,EU27,machinery_and_equipment,13183513.4
1972,zinc,EU27,machinery_and_equipment,13529436.5
1973,zinc,EU27,machinery_and_equipment,13884436.29
1974,zinc,EU27,machinery_and_equipment,14248750.94
1975,zinc,EU27,machinery_and_equipment,14622624.87
1976,zinc,EU27,machinery_and_equipment,15006308.91
1977,zinc,EU27,machinery_and_equipment,15400060.45
1978,zinc,EU27,machinery_and_equipment,15804143.67
1979,zinc,EU27,machinery_and_equipment,16218829.66
1980,zinc,EU27,machinery_and_equipment,16644396.62
1981,zinc,EU27,machinery_and_equipment,17081130.06
1982,zinc,EU27,machinery_and_equipment,17529322.97
1983,zinc,EU27,machinery_and_equipment,17989276.05
1984,zinc,EU27,machinery_and_equipment,18461297.87
1985,zinc,EU27,machinery_and_equipment,18945705.11
1986,zinc,EU27,machinery_and_equipment,19442822.73
1987,zinc,EU27,machinery_and_equipment,19952984.26
1988,zinc,EU27,machinery_and_equipment,20476531.95
1989,zinc,EU27,machinery_and_equipment,21013817.05
1990,zinc,EU27,machinery_and_equipment,21565200
1991,zinc,EU27,machinery_and_equipment,22131050.73
1992,zinc,EU27,machinery_and_equipment,22711748.86
1993,zinc,EU27,machinery_and_equipment,23307683.96
1994,zinc,EU27,machinery_and_equipment,23919255.84
1995,zinc,EU27,machinery_and_equipment,24546874.8
1996,zinc,EU27,machinery_and_equipment,25190961.89
1997,zinc,EU27,machinery_and_equipment,25851949.23
1998,zinc,EU27,machinery_and_equipment,26530280.26
1999,zinc,EU27,machinery_and_equipment,27226410.06
2000,zinc,EU27,machinery_and_equipment,27940805.66
2001,zinc,EU27,machinery_and_equipment,28630435.64
2002,zinc,EU27,machinery_and_equipment,29295772.58
2003,zinc,EU27,machinery_and_equipment,29932849.02
2004,zinc,EU27,machinery_and_equipment,30545721.19
2005,zinc,EU27,machinery_and_equipment,31138215.28
2006,zinc,EU27,machinery_and_equipment,31714272.42
2007,zinc,EU27,machinery_and_equipment,32218321.51
2008,zinc,EU27,machinery_and_equipment,32694967.22
2009,zinc,EU27,machinery_and_equipment,33035218.29
2010,zinc,EU27,machinery_and_equipment,33513175.64
2011,zinc,EU27,machinery_and_equipment,33901717.98
2012,zinc,EU27,machinery_and_equipment,34178476.42
2013,zinc,EU27,machinery_and_equipment,34443586.07
2014,zinc,EU27,machinery_and_equipment,34689501.31
2015,zinc,EU27,machinery_and_equipment,34823629.6
2016,zinc,EU27,machinery_and_equipment,34865934.06
2017,zinc,EU27,machinery_and_equipment,34832845.78
2018,zinc,EU27,machinery_and_equipment,34696575.43
2019,zinc,EU27,machinery_and_equipment,34481672.8
2020,zinc,EU27,machinery_and_equipment,34164548.71
2021,zinc,EU27,machinery_and_equipment,33833601.32
2022,zinc,EU27,machinery_and_equipment,33393012.71
2023,zinc,EU27,machinery_and_equipment,32910544.8
2024,zinc,EU27,machinery_and_equipment,32417161.57
2025,zinc,EU27,machinery_and_equipment,31915119.53
2026,zinc,EU27,machinery_and_equipment,31406826.92
2027,zinc,EU27,machinery_and_equipment,30894812.01
2028,zinc,EU27,machinery_and_equipment,30381689.12
2029,zinc,EU27,machinery_and_equipment,29870122.78
2030,zinc,EU27,machinery_and_equipment,29362790.58
2031,zinc,EU27,machinery_and_equipment,28862345.39
2032,zinc,EU27,machinery_and_equipment,28371377.62
2033,zinc,EU27,machinery_and_equipment,27892378.18
2034,zinc,EU27,machinery_and_equipment,27427702.95
2035,zinc,EU27,machinery_and_equipment,26979539.48
2036,zinc,EU27,machinery_and_equipment,26549876.52
2037,zinc,EU27,machinery_and_equipment,26140477.17
2038,zinc,EU27,machinery_and_equipment,25752856.16
2039,zinc,EU27,machinery_and_equipment,25388261.84
2040,zinc,EU27,machinery_and_equipment,25047663.21
2041,zinc,EU27,machinery_and_equipment,24731742.43
2042,zinc,EU27,machinery_and_equipment,24440892.89
2043,zinc,EU27,machinery_and_equipment,24175222.87
2044,zinc,EU27,machinery_and_equipment,23934564.85
2045,zinc,EU27,machinery_and_equipment,23718489.97
2046,zinc,EU27,machinery_and_equipment,23526327.44
2047,zinc,EU27,machinery_and_equipment,23357188.22
2048,zinc,EU27,machinery_and_equipment,23209992.3
2049,zinc,EU27,machinery_and_equipment,23083498.85
2050,zinc,EU27,machinery_and_equipment,22976338.18
2051,zinc,EU27,machinery_and_equipment,22887044.79
2052,zinc,EU27,machinery_and_equipment,22814090.25
2053,zinc,EU27,machinery_and_equipment,22755915.32
2054,zinc,EU27,machinery_and_equipment,22710960.06
2055,zinc,EU27,machinery_and_equipment,22677691.42
2056,zinc,EU27,machinery_and_equipment,22654627.58
2057,zinc,EU27,machinery_and_equipment,22640358.51
2058,zinc,EU27,machinery_and_equipment,22633562.51
2059,zinc,EU27,machinery_and_equipment,22633018.51
2060,zinc,EU27,machinery_and_equipment,22637614.37
2061,zinc,EU27,machinery_and_equipment,22646351.11
2062,zinc,EU27,machinery_and_equipment,22658343.71
2063,zinc,EU27,machinery_and_equipment,22672818.68
2064,zinc,EU27,machinery_and_equipment,22689109.15
2065,zinc,EU27,machinery_and_equipment,22706647.91
2066,zinc,EU27,machinery_and_equipment,22724958.94
2067,zinc,EU27,machinery_and_equipment,22743648.18
2068,zinc,EU27,machinery_and_equipment,22762393.74
2069,zinc,EU27,machinery_and_equipment,22780936.26
2070,zinc,EU27,machinery_and_equipment,22799069.55
2071,zinc,EU27,machinery_and_equipment,22816631.88
2072,zinc,EU27,machinery_and_equipment,22833498.12
2073,zinc,EU27,machinery_and_equipment,22849572.69
2074,zinc,EU27,machinery_and_equipment,22864783.54
2075,zinc,EU27,machinery_and_equipment,22879077.07
2076,zinc,EU27,machinery_and_equipment,22892455.48
2077,zinc,EU27,machinery_and_equipment,22904931.75
2078,zinc,EU27,machinery_and_equipment,22916526.87
2079,zinc,EU27,machinery_and_equipment,22927267.67
2080,zinc,EU27,machinery_and_equipment,22937185.22
2081,zinc,EU27,machinery_and_equipment,22946313.48
